name,orgnr,email,website,city,gatuadress,postadress,postnummer,postort,full_address,lat,lon,sate_clean,registrerad_datum,registrerad_datum_sort,registrerad_ar,arbetsgivare,f_skatt,moms,fordon_antal,har_fordon,sni,sni_text_clean,sni_antal,bolagsform,status,SNI1,SNI1_text,SNI2,SNI2_text,SNI3,SNI3_text,SNI4,SNI4_text,SNI5,SNI5_text,status_clean,registrerad_datum_clean,sni_kod_clean
Strokeföreningen Södra Vätterbygden,8260016509,,,,Smedgatan 1,571 61 Bodafors,57161,Bodafors,"Smedgatan 1, 57161, Bodafors, Sweden",57.5056012,14.6987557,"Jönköping, Jönköpings län",1993-06-11,1993-06-11,1993.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1993-06-11,94990
Strömsbergsföreningen,8260014744,info@stromsbergsforeningen.se,www.stromsbergsforeningen.se,,Strömbergsgård,553 08 Jönköping,55308,Jönköping,"Strömbergsgård, 55308, Jönköping, Sweden",,,"Jönköping, Jönköpings län",1991-02-12,1991-02-12,1991.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1991-02-12,94990
Studiefrämjandet,8020032895,mire.stevkov@studieframjandet.se,www.studieframjandet.se,Jönköping,Gustavslundsvägen 137 3 tr,167 51 Bromma,16751,Bromma,"Gustavslundsvägen 137 3 tr, 16751, Bromma, Sweden",,,"Stockholm, Stockholms län",1971-01-01,1971-01-01,1971.0,Ja,Ja,Ja,14,Ja,85593,Studieförbundens och frivilligorganisationernas utbildning,2,Ideell förening,Aktiv,85593,Studieförbundens och frivilligorganisationernas utbildning,93290,Övrig fritids- och nöjesverksamhet,,,,,,,Aktiv,1971-01-01,85593
Studieförbundet Bilda Sydöst,8260016657,sydost@bilda.nu,www.bilda.nu,Jönköping,Box 38076,100 64 Stockholm,10064,Stockholm,"Box 38076, 10064, Stockholm, Sweden",,,"Jönköping, Jönköpings län",1993-08-20,1993-08-20,1993.0,Ja,Ja,Ja,4,Ja,85593,Studieförbundens och frivilligorganisationernas utbildning,1,Ideell förening,Aktiv,85593,Studieförbundens och frivilligorganisationernas utbildning,,,,,,,,,Aktiv,1993-08-20,85593
Studieförbundet Vuxenskolan Jönköpings län,8024617204,jonkopingslan@sv.se,www.sv.se,Jönköping,Huskvarnavägen 40,554 54 Jönköping,55454,Jönköping,"Huskvarnavägen 40, 55454, Jönköping, Sweden",57.7849793,14.2278214,"Jönköping, Jönköpings län",2011-09-15,2011-09-15,2011.0,Ja,Ja,Ja,0,Nej,85593,Studieförbundens och frivilligorganisationernas utbildning,1,Ideell förening,Aktiv,85593,Studieförbundens och frivilligorganisationernas utbildning,,,,,,,,,Aktiv,2011-09-15,85593
Studio Silk Collective,8025275085,helena@hbrd.se,wixsite.com/studiosilk-artroom,Jönköping,Birkedalsgatan 17,554 39 Jönköping,55439,Jönköping,"Birkedalsgatan 17, 55439, Jönköping, Sweden",57.7706818,14.1327061,"Jönköping, Jönköpings län",2019-12-06,2019-12-06,2019.0,Nej,Nej,Nej,0,Nej,90200,Scenkonst,1,Ideell förening,Aktiv,90200,Scenkonst,,,,,,,,,Aktiv,2019-12-06,90200
Suryoye FC Jönköping,8024685565,suryoyefc.jkpg@gmail.com,,Jönköping,Box 8071,550 08 Jönköping,55008,Jönköping,"Box 8071, 55008, Jönköping, Sweden",,,"Jönköping, Jönköpings län",2012-10-25,2012-10-25,2012.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2012-10-25,93120
Svarttorps Byalag IK,8260017549,svarttorpsbyalag@gmail.com,,Lekeryd,Svarttorp Norrgård 1,561 96 Lekeryd,56196,Lekeryd,"Svarttorp Norrgård 1, 56196, Lekeryd, Sweden",,,"Jönköping, Jönköpings län",1994-12-03,1994-12-03,1994.0,Nej,Nej,Nej,2,Ja,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1994-12-03,94990
Svarttorps Hembygdsförening,8024471313,swartarp@gmail.com,,Lekeryd,Svarttorp Norrgård 2,561 96 Lekeryd,56196,Lekeryd,"Svarttorp Norrgård 2, 56196, Lekeryd, Sweden",,,"Jönköping, Jönköpings län",2009-06-25,2009-06-25,2009.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2009-06-25,94990
Svarttorps Missionsförsamling,8260004232,missionskyrkan.svarttorp@kyrktorget.net,,Lekeryd,Högstorp 2,561 96 Lekeryd,56196,Lekeryd,"Högstorp 2, 56196, Lekeryd, Sweden",,,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Ja,Nej,Nej,0,Nej,94910,Verksamhet i religiösa samfund,1,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,1971-01-01,94910
Svarttorps Ridsällskap,8260017697,svarttorpsrs@hotmail.com,,Forserum,Sjötorps gård 1,561 95 Lekeryd,56195,Lekeryd,"Sjötorps gård 1, 56195, Lekeryd, Sweden",,,"Jönköping, Jönköpings län",1995-04-02,1995-04-02,1995.0,Nej,Nej,Nej,1,Ja,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1995-04-02,93120
Sweden Art Academy,8025392286,mail@mazen.se,,Jönköping,Tidaholmsvägen 21 A,566 31 Habo,56631,Habo,"Tidaholmsvägen 21 A, 56631, Habo, Sweden",57.9121507,14.069646,"Jönköping, Jönköpings län",2022-04-22,2022-04-22,2022.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2022-04-22,94990
Svensk Orientering Events AB,5569374084,mans.lennermo@oringen.se,,Nacka,Sickla Allé 2-4,131 65 Nacka,13165,Nacka,"Sickla Allé 2-4, 13165, Nacka, Sweden",59.3026157,18.1151362,"Nacka, Stockholms län",2013-07-15,2013-07-15,2013.0,Ja,Ja,Ja,0,Nej,93199,Annan sportverksamhet,1,Aktiebolag,Aktiv,93199,Annan sportverksamhet,,,,,,,,,Aktiv,2013-07-15,93199
Svensk Syriska fredsföreningen,8024711973,,,Huskvarna,,,,,Sweden,59.6749712,14.5208584,,,,,,,,0,Nej,,,0,,,,,,,,,,,,,,,
Svenska Agilityklubben,802490–8231,ida@sagik.se,,Ängelholm,Brisgatan 5 F,262 42 Ängelholm,26242,Ängelholm,"Brisgatan 5 F, 26242, Ängelholm, Sweden",56.2450081,12.8906738,"Ängelholm, Skåne län",2014-10-02,2014-10-02,2014.0,Ja,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2014-10-02,93120
Svenska Alliansmissionens Ungdom,8260004414,andreas@ungtro.com,,Jönköping,Västra Storgatan 14,553 15 Jönköping,55315,Jönköping,"Västra Storgatan 14, 55315, Jönköping, Sweden",57.7858644,14.1551465,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Ja,Ja,Nej,0,Nej,94910,Verksamhet i religiösa samfund,1,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,1971-01-01,94910
Svenska Befästningssällskapet,802516-8538,lars@svbefs.se,,Nyköping,,611 95 Nyköping,61195,Nyköping,"61195, Nyköping, Sweden",58.706295,16.8389287,"Göteborg, Västra Götalands län",2018-05-24,2018-05-24,2018.0,Nej,Nej,Nej,0,Nej,72109,Annan naturvetenskaplig och teknisk forskning och utveckling,1,Ideell förening,Aktiv,72109,Annan naturvetenskaplig och teknisk forskning och utveckling,,,,,,,,,Aktiv,2018-05-24,72109
Svenska Celiakiungdomsförbundet SCUF,8152013861,kansli@scuf.se,,Stockholm,Tegelviksgatan 40,116 40 Stockholm,11640,Stockholm,"Tegelviksgatan 40, 11640, Stockholm, Sweden",59.3093862,18.0968174,"Solna, Stockholms län",1995-06-11,1995-06-11,1995.0,Ja,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1995-06-11,94990
Svenska Frälsningsarmén,8260012821,,,Jönköping,,,,,Sweden,59.6749712,14.5208584,,,,,,,,0,Nej,,,0,,,,,,,,,,,,,,,
Svenska Kanotförbundet,8020017318,info@kanot.com,https://kanot.com/,Sunderbyn,Såningsvägen 1,954 42 Södra Sunderbyn,95442,Södra Sunderbyn,"Såningsvägen 1, 95442, Södra Sunderbyn, Sweden",65.6642533,21.9390468,"Nyköping, Södermanlands län",1971-01-01,1971-01-01,1971.0,Ja,Nej,Ja,9,Ja,93199,Annan sportverksamhet,1,Ideell förening,Aktiv,93199,Annan sportverksamhet,,,,,,,,,Aktiv,1971-01-01,93199
Svenska Kyrkan i Barnarp/Ödestugu,2520039013,barnarps.pastorat@svenskakyrkan.se,,Jönköping,,,,,Sweden,59.6749712,14.5208584,,,,,,,,0,Nej,,,0,,,,,,,,,,,,,,,
Svenska Kyrkan Tidaholm,2520033297,sara.stromberg@svenskakyrkan.se,,Tidaholm,Box 93,522 22 Tidaholm,52222,Tidaholm,"Box 93, 52222, Tidaholm, Sweden",,,"Tidaholm, Västra Götalands län",1975-01-01,1975-01-01,1975.0,Ja,Ja,Ja,20,Ja,94910,Verksamhet i religiösa samfund,1,Trossamfund,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,1975-01-01,94910
Svenska Kyrkans Unga Hovslätt,8260021970,,,Jönköping,Barrsätragatan 30,556 26 Jönköping,55626,Jönköping,"Barrsätragatan 30, 55626, Jönköping, Sweden",57.7312186,14.1216186,"Jönköping, Jönköpings län",2002-02-18,2002-02-18,2002.0,Nej,Nej,Nej,0,Nej,94910,Verksamhet i religiösa samfund,1,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,2002-02-18,94910
Svenska Kyrkans Unga Jönköping,8024344411,,,Jönköping,,,,,Sweden,59.6749712,14.5208584,,,,,,,,0,Nej,,,0,,,,,,,,,,,,,,,
Svenska Kyrkans Unga Norrahammar Sandseryd,8260022259,anette.karlsson2@svenskakyrkan.se,,Norrahammar,Centrumgången 5,562 32 Norrahammar,56232,Norrahammar,"Centrumgången 5, 56232, Norrahammar, Sweden",57.7047016,14.1177924,"Jönköping, Jönköpings län",2002-03-04,2002-03-04,2002.0,Nej,Nej,Nej,0,Nej,94910,Verksamhet i religiösa samfund,1,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,2002-03-04,94910
Svenska Kyrkans Unga Skärstad Ölmstad,8260022515,agnetha.blucher@svenskakyrkan.se,,Huskvarna,,,,,Sweden,59.6749712,14.5208584,,,,,,,,0,Nej,,,0,,,,,,,,,,,,,,,
Svensk-Turkiska kvinnor i Jönköping,8024675228,yilinyildiz@hotmail.com,,Jönköping,Rosenlundstorget 1 A,554 54 Jönköping,55454,Jönköping,"Rosenlundstorget 1 A, 55454, Jönköping, Sweden",57.7838647,14.2213032,"Jönköping, Jönköpings län",2012-09-06,2012-09-06,2012.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2012-09-06,94990
Svenstorps Allianskyrkas Ungdom,8260004265,carin.hinas@gmail.com,,Lekeryd,Svenstorp 10,561 95 Lekeryd,56195,Lekeryd,"Svenstorp 10, 56195, Lekeryd, Sweden",,,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Ja,Nej,Nej,0,Nej,94910,Verksamhet i religiösa samfund,1,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,1971-01-01,94910
Sveriges Sportfiske- och Fiskevårdsförbund,8020044288,hanna.eriksson@sportfiskarna.se,,Bromma,Svartviksslingan 28,167 39 Bromma,16739,Bromma,"Svartviksslingan 28, 16739, Bromma, Sweden",59.337468,17.990051,"Stockholm, Stockholms län",1971-01-01,1971-01-01,1971.0,Ja,Ja,Ja,20,Ja,94990,Verksamhet i diverse övriga intresseorganisationer,3,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,71124,"Teknisk konsultverksamhet inom energi-, miljö- och VVS-teknik",47113,"Detaljhandel via internet eller postorder med brett sortiment, mest livsmedel, drycker och tobak",,,,,Aktiv,1971-01-01,94990
Syriac Scouting Association i Jönköping,8025068639,syriac-scouting@hotmail.com,,Huskvarna,,,,,Sweden,59.6749712,14.5208584,,,,,,,,0,Nej,,,0,,,,,,,,,,,,,,,
Syrisk Ortodoxa Kyrkan Mar Dimet,8260016301,sok_mardimet@hotmail.com,,Jönköping,Box 8084,550 08 Jönköping,55008,Jönköping,"Box 8084, 55008, Jönköping, Sweden",,,"Jönköping, Jönköpings län",1993-02-05,1993-02-05,1993.0,Ja,Nej,Nej,0,Nej,94910,Verksamhet i religiösa samfund,1,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,1993-02-05,94910
Såbra spel,8024716477,sabra.spel@gmail.com,www.ebas.sverok.se/forening/SaBraSpel,JÖNKÖPING,Pålsbodagatan 15 lgh 1002,702 18 Örebro,70218,Örebro,"Pålsbodagatan 15 lgh 1002, 70218, Örebro, Sweden",,,"Stockholm, Stockholms län",2013-04-14,2013-04-14,2013.0,Nej,Nej,Nej,0,Nej,,Uppgift saknas,0,Ideell förening,Aktiv,,,,,,,,,,,Aktiv,2013-04-14,
Sällskapet Kommunalskratt,8260011419,styrelsen@kommunalskratt.se,,Jönköping,Rektangelvägen 176,556 25 Jönköping,55625,Jönköping,"Rektangelvägen 176, 55625, Jönköping, Sweden",57.7328547,14.1365814,"Jönköping, Jönköpings län",1983-04-23,1983-04-23,1983.0,Ja,Ja,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1983-04-23,94990
Sällskapet Länkarna Huskvarna,8260021830,lankarna255@gmail.com,,Huskvarna,Rosenborgsgatan 18,561 31 Huskvarna,56131,Huskvarna,"Rosenborgsgatan 18, 56131, Huskvarna, Sweden",57.7898377,14.2750783,"Jönköping, Jönköpings län",2002-02-04,2002-02-04,2002.0,Nej,Nej,Nej,0,Nej,88993,Övriga öppna sociala insatser för vuxna,1,Ideell förening,Aktiv,88993,Övriga öppna sociala insatser för vuxna,,,,,,,,,Aktiv,2002-02-04,88993
Sällskapet Länkarna Jönköping,8260021665,jonkopingslankarna@gmail.com,,Jönköping,Brahegatan 6,553 34 Jönköping,55334,Jönköping,"Brahegatan 6, 55334, Jönköping, Sweden",57.7733824,14.1548567,"Jönköping, Jönköpings län",2001-12-24,2001-12-24,2001.0,Nej,Nej,Nej,0,Nej,88993,Övriga öppna sociala insatser för vuxna,1,Ideell förening,Aktiv,88993,Övriga öppna sociala insatser för vuxna,,,,,,,,,Aktiv,2001-12-24,88993
Södra Bunns Byalag,8260013183,info@bunnsbyalag.com,,,Bunn Skogsbo 6,563 93 Gränna,56393,Gränna,"Bunn Skogsbo 6, 56393, Gränna, Sweden",58.0250583,14.4673146,"Jönköping, Jönköpings län",1987-08-27,1987-08-27,1987.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1987-08-27,94990
Södra Vätterbygdens Amatörradioklubb,8260021913,styrelse@sk7ax.se,,Jönköping,Axamo 12,555 94 Jönköping,55594,Jönköping,"Axamo 12, 55594, Jönköping, Sweden",57.7771812,14.0737276,"Jönköping, Jönköpings län",2002-02-11,2002-02-11,2002.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2002-02-11,94990
Södra Vätterbygdens Blåbandsförening SBU,8260009934,staffan.gu@telia.com,,Jönköping,,,,,Sweden,59.6749712,14.5208584,,,,,,,,0,Nej,,,0,,,,,,,,,,,,,,,
Södra Vätterbygdens Frivilliga Samhällsarbetare,8024192570,inger.askehag@telia.com,vatterbygdens.samhallsarbetare@outlook.com,Mullsjö,Centumvägen 21,560 29 Tenhult,56029,Tenhult,"Centumvägen 21, 56029, Tenhult, Sweden",,,"Jönköping, Jönköpings län",2004-08-09,2004-08-09,2004.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2004-08-09,94990
Södra Vätterbygdens Konstrunda,8025002166,info@svkonstrunda.se,www.svkonstrunda.se,Jönköping,Rubimgatan 10,554 47 Jönköping,55447,Jönköping,"Rubimgatan 10, 55447, Jönköping, Sweden",,,"Jönköping, Jönköpings län",2016-03-03,2016-03-03,2016.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2016-03-03,94990
Södra Vätterbygdens Samlarförening Örtugen,8025451751,info@ortugen.se,www.ortugen.se,Huskvarna,Ängstigen 49,566 32 Habo,56632,Habo,"Ängstigen 49, 56632, Habo, Sweden",57.9082907,14.0845193,"Habo, Jönköpings län",2023-11-10,2023-11-10,2023.0,Nej,Nej,Nej,0,Nej,90200,Scenkonst,1,Ideell förening,Aktiv,90200,Scenkonst,,,,,,,,,Aktiv,2023-11-10,90200
Tabergs Bergslags Hembygdsförening,8260006799,tabergsbergslag@gmail.com,,,Väpplingstigen 111,562 41 Taberg,56241,Taberg,"Väpplingstigen 111, 56241, Taberg, Sweden",,,"Jönköping, Jönköpings län",1973-01-01,1973-01-01,1973.0,Ja,Nej,Nej,1,Ja,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1973-01-01,94990
Tabergs Gymnastikförening,8260014876,ekonomi.tgf@gmail.com,tabergsgf.se,Taberg,Väpplingstigen 125,562 41 Taberg,56241,Taberg,"Väpplingstigen 125, 56241, Taberg, Sweden",,,"Jönköping, Jönköpings län",1991-02-19,1991-02-19,1991.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1991-02-19,93120
Tabergs Missionskyrkas Ungdom TMU,8024622857,tmu@tabergsmissionskyrka.se,www.tabergsmissionskyrka.se,Taberg,Centrumplan 5,562 42 Taberg,56242,Taberg,"Centrumplan 5, 56242, Taberg, Sweden",57.6795317,14.0897473,"Jönköping, Jönköpings län",2011-10-20,2011-10-20,2011.0,Nej,Nej,Nej,0,Nej,94910,Verksamhet i religiösa samfund,1,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,2011-10-20,94910
Tabergs Musikkår,8025175855,mats.pettersson@telia.com,,,Rönnebacken 120,565 93 Mullsjö,56593,Mullsjö,"Rönnebacken 120, 56593, Mullsjö, Sweden",,,"Jönköping, Jönköpings län",2018-06-28,2018-06-28,2018.0,Nej,Nej,Nej,0,Nej,90200,Scenkonst,1,Ideell förening,Aktiv,90200,Scenkonst,,,,,,,,,Aktiv,2018-06-28,90200
Tabergs SK,8260004489,tabergssk@hotmail.com,www.laget.se/tabergssportklubb,Taberg,,,,,Sweden,59.6749712,14.5208584,,,,,,,,0,Nej,,,0,,,,,,,,,,,,,,,
Tabergsdalens Tennisklubb,8260011435,tabergsdalens.tk@telia.com,,Norrahammar,Vallgatan 20,562 33 Norrahammar,56233,Norrahammar,"Vallgatan 20, 56233, Norrahammar, Sweden",57.7035074,14.1233125,"Jönköping, Jönköpings län",1983-04-23,1983-04-23,1983.0,Ja,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1983-04-23,93120
Tabergsådalens kulturhus,8025388300,info@tdkultur.se,https://tdkultur.se/,Norrahammar,Söderåsvägen 36,562 30 Norrahammar,56230,Norrahammar,"Söderåsvägen 36, 56230, Norrahammar, Sweden",57.6932743,14.1018955,"Jönköping, Jönköpings län",2022-03-11,2022-03-11,2022.0,Ja,Nej,Nej,0,Nej,90200,Scenkonst,1,Ideell förening,Aktiv,90200,Scenkonst,,,,,,,,,Aktiv,2022-03-11,90200
Tango Jönköping,8024402946,tangojonkoping@gmail.com,www.tangojonkoping.se,Jönköping,Nyckelvägen 4 lgh 1301,554 72 Jönköping,55472,Jönköping,"Nyckelvägen 4 lgh 1301, 55472, Jönköping, Sweden",,,"Jönköping, Jönköpings län",2008-03-06,2008-03-06,2008.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2008-03-06,94990
Tawfiq Förening,8024891783,samatar2002@hotmail.com,,Jönköping,Banervägen 17,554 63 Jönköping,55463,Jönköping,"Banervägen 17, 55463, Jönköping, Sweden",57.7844159,14.2503716,"Jönköping, Jönköpings län",2014-06-12,2014-06-12,2014.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2014-06-12,94990
Team Runner´s High IF,8024962279,info@teamrunnershigh.se,,Jönköping,Brostigen 1,554 47 Jönköping,55447,Jönköping,"Brostigen 1, 55447, Jönköping, Sweden",57.2831295,13.6324242,"Jönköping, Jönköpings län",2015-07-09,2015-07-09,2015.0,Ja,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2015-07-09,93120
TEATER i,8260017176,"admin@teateri.se, christian.arin@teateri.se",www.teateri.se,Jönköping,Box 3111,550 03 Jönköping,55003,Jönköping,"Box 3111, 55003, Jönköping, Sweden",57.7825634,14.165719,"Jönköping, Jönköpings län",1994-03-05,1994-03-05,1994.0,Ja,Ja,Ja,2,Ja,90390,Annan stödverksamhet avseende konstnärligt skapande och scenkonst,1,Ideell förening,Aktiv,90390,Annan stödverksamhet avseende konstnärligt skapande och scenkonst,,,,,,,,,Aktiv,1994-03-05,90390
Teater Tabberas,8024359708,info@teatertabberas.se,https://teatertabberas.se/,Jönköping,Västra Storgatan 33 A,553 15 Jönköping,55315,Jönköping,"Västra Storgatan 33 A, 55315, Jönköping, Sweden",57.7856594,14.1551645,"Jönköping, Jönköpings län",2007-03-22,2007-03-22,2007.0,Ja,Ja,Nej,0,Nej,90200,Scenkonst,1,Ideell förening,Aktiv,90200,Scenkonst,,,,,,,,,Aktiv,2007-03-22,90200
Teaterstickorna,8260013274,eva.edevik@teaterstickorna.se,www.teaterstickorna.nu,Jönköping,Bergsgatan 12,562 32 Norrahammar,56232,Norrahammar,"Bergsgatan 12, 56232, Norrahammar, Sweden",57.7069895,14.120056,"Jönköping, Jönköpings län",1987-10-01,1987-10-01,1987.0,Nej,Nej,Nej,0,Nej,90110,Litterärt skapande och musikkomposition,1,Ideell förening,Aktiv,90110,Litterärt skapande och musikkomposition,,,,,,,,,Aktiv,1987-10-01,90110
Tenhults Gymnastikförening,8260008571,tenhultsgymnastikforening@gmail.com,laget.se/tgf,Tenhult,Uppegårdsvägen 8,561 60 Tenhult,56160,Tenhult,"Uppegårdsvägen 8, 56160, Tenhult, Sweden",57.7068533,14.3220001,"Jönköping, Jönköpings län",1975-01-01,1975-01-01,1975.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1975-01-01,93120
Tenhults IF,8260012326,kontakt@tif.se,www.tif.se,Tenhult,Idrottsvägen 6 Mjälarydsvallen,561 63 Tenhult,56163,Tenhult,"Idrottsvägen 6 Mjälarydsvallen, 56163, Tenhult, Sweden",,,"Jönköping, Jönköpings län",1985-11-26,1985-11-26,1985.0,Ja,Nej,Nej,2,Ja,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1985-11-26,93120
Tenhults Jaktvårdsförening,8260011369,mail@tjvf.se,https://www.svenskalag.se/tenhultsjvf,Tenhult,Box 145,561 22 Huskvarna,56122,Huskvarna,"Box 145, 56122, Huskvarna, Sweden",,,"Jönköping, Jönköpings län",1983-04-23,1983-04-23,1983.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1983-04-23,94990
Tenhults Kultisgäng,8260012813,solwerker453@gmail.com,,,Masmästargatan 4,567 31 Vaggeryd,56731,Vaggeryd,"Masmästargatan 4, 56731, Vaggeryd, Sweden",,,"Jönköping, Jönköpings län",1987-01-29,1987-01-29,1987.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1987-01-29,94990
Tenhults Pingstförsamling,8260000743,johan.sundman@tenhult.pingst.se,,Tenhult,Västra vägen 2 B,561 60 Tenhult,56160,Tenhult,"Västra vägen 2 B, 56160, Tenhult, Sweden",57.7083152,14.3217541,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Ja,Nej,Nej,0,Nej,94910,Verksamhet i religiösa samfund,1,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,1971-01-01,94910
Tenhults Ryttarförening,8260022192,tenhultsryttarforening@hotmail.com,idrottonline.se/TenhultsRF-Ridsport,Tenhult,Åkerby 2,561 63 Tenhult,56163,Tenhult,"Åkerby 2, 56163, Tenhult, Sweden",,,"Jönköping, Jönköpings län",2002-03-04,2002-03-04,2002.0,Nej,Nej,Nej,0,Nej,93290,Övrig fritids- och nöjesverksamhet,1,Ideell förening,Aktiv,93290,Övrig fritids- och nöjesverksamhet,,,,,,,,,Aktiv,2002-03-04,93290
Tenhults SAU,8025164875,tenhultsau@allianskyrkan.org,,Tenhult,Centrumvägen 22,561 61 Tenhult,56161,Tenhult,"Centrumvägen 22, 56161, Tenhult, Sweden",57.7089593,14.3210044,"Jönköping, Jönköpings län",2018-05-10,2018-05-10,2018.0,Nej,Nej,Nej,0,Nej,94910,Verksamhet i religiösa samfund,1,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,2018-05-10,94910
